"cd_nom","rang","nom_complet"
746263,"GN","Symbiopsis Nicolay, 1971"
746264,"GN","Temecla Robbins, 2004"
746265,"GN","Terenthina Robbins, 2004"
746266,"GN","Theclopsis Godman & Salvin, 1887"
746267,"GN","Thepytus Robbins, 2004"
746268,"GN","Thereus Hübner, 1819"
746269,"GN","Aubergina Johnson, 1991"
746270,"GN","Theritas Hübner, 1818"
746271,"GN","Thestius Hübner, 1819"
746272,"GN","Tmolus Hübner, 1819"
746277,"GN","Pandemos Hübner, 1819"
746278,"GN","Periplacis Geyer, 1837"
746279,"GN","Rodinia Westwood, 1851"
746280,"GN","Setabis Westwood, 1851"
746281,"GN","Synargis Hübner, 1819"
746289,"GN","Trichonis Hewitson, 1865"
746290,"GN","Ziegleria Johnson, 1993"
746291,"GN","Badecla Duarte & Robbins, 2010"
746292,"GN","Bistonina Robbins, 2004"
746293,"GN","Brangas Hübner, 1819"
746294,"GN","Brevianta Johnson, Kruse  & Kroenlein, 1997"
746295,"GN","Busbiina Robbins, 2004"
746296,"GN","Calycopis Scudder, 1876"
746298,"GN","Theope Doubleday, 1847"
746308,"GN","Camissecla Robbins & Duarte, 2004"
746309,"GN","Celmia Johnson, 1991"
746310,"GN","Chalybs Hübner, 1819"
746311,"GN","Contrafacia Johnson, 1989"
746312,"GN","Apuecla Robbins, 2004"
746313,"GN","Cyanophrys Clench, 1961"
746314,"GN","Dicya Johnson, 1991"
746315,"GN","Enos Johnson, Kruse & Kroenlein, 1997"
746316,"GN","Erora Scudder, 1872"
746317,"GN","Evenus Hübner, 1819"
746318,"GN","Thisbe Hübner, 1819"
746319,"GN","Zelotaea Bates, 1868"
746330,"GN","Amarynthis Hübner, 1819"
746331,"GN","Ancyluris Hübner, 1819"
746332,"GN","Baeotis Hübner, 1819"
746333,"GN","Caria Hübner, 1823"
746334,"GN","Cariomothis Stichel, 1910"
746335,"GN","Chalodeta Stichel, 1910"
746356,"GN","Chamaelimnas C. Felder & R. Felder, 1865"
746357,"GN","Charis Hübner, 1819"
746358,"GN","Chorinea Gray, 1832"
746359,"GN","Colaciticus Stichel, 1910"
746361,"GN","Cyrenia Westwood, 1851"
746362,"GN","Dachetola Hall, 2001"
746363,"GN","Detritivora Hall & Harvey, 2002"
746364,"GN","Isapis Doubleday, 1847"
746365,"GN","Ithomeis Bates, 1862"
746366,"GN","Lasaia Bates, 1868"
746375,"GN","Lyropteryx Westwood, 1851"
746376,"GN","Melanis Hübner, 1819"
746377,"GN","Metacharis Butler, 1867"
746378,"GN","Monethe Westwood, 1851"
746379,"GN","Notheme Westwood, 1851"
746380,"GN","Panara Doubleday, 1847"
746381,"GN","Parcella Stichel, 1910"
746382,"GN","Pheles Herrich-Schäffer, 1858"
746383,"GN","Rhetus Swainson, 1829"
746384,"GN","Riodina Westwood, 1851"
746408,"GN","Anteros Hübner, 1819"
746409,"GN","Syrmatia Hübner, 1819"
746410,"GN","Themone Westwood, 1851"
746411,"GN","Stalachtis Hübner, 1818"
746412,"GN","Chimastrum Godman&Salvin, 1886"
746413,"GN","Esthemopsis C. Felder & R. Felder, 1865"
746414,"GN","Mesene Doubleday, 1847"
746428,"GN","Phareas Westwood, 1852"
746429,"GN","Entheus Hübner, 1819"
746430,"GN","Nicephellus Austin, 2008"
746431,"GN","Cabirus Hübner, 1819"
746432,"GN","Telemiades Hübner, 1819"
746433,"GN","Marela Mabille, 1903"
746434,"GN","Ectomis Mabille, 1878"
746436,"GN","Aguna Williams, 1927"
746437,"GN","Nerula Mabille, 1888"
746440,"GN","Ridens Evans, 1952"
746441,"GN","Cephise Evans, 1952"
746442,"GN","Venada Evans, 1952"
746443,"GN","Phocides Hübner, 1819"
746456,"GN","Azonax Godman & Salvin, 1893"
746458,"GN","Myscelus Hübner, 1819"
746459,"GN","Passova Evans, 1951"
746460,"GN","Aspitha Evans, 1951"
746461,"GN","Gunayan Mielke, 2002"
746462,"GN","Yanguna Watson, 1893"
746463,"GN","Pyrrhopyge Hübner, 1819"
746464,"GN","Dyscophellus Godman & Salvin, 1893"
746465,"GN","Lento Evans, 1955"
746466,"GN","Aurina Evans, 1937"
746467,"GN","Virga Evans, 1955"
746468,"GN","Callimormus Scudder, 1872"
746469,"GN","Eutocus Godman, 1901"
746470,"GN","Ludens Evans, 1955"
746472,"GN","Oileides Hübner, 1825"
746473,"GN","Penicula Evans, 1955"
746474,"GN","Niconiades Hübner, 1821"
746475,"GN","Vettius Godman, 1901"
746497,"GN","Elbella Evans, 1951"
746498,"GN","Parelbella Mielke, 1995"
746499,"GN","Protelbella Mielke, 1995"
746500,"GN","Jemadia Watson, 1893"
746501,"GN","Croniades Mabille, 1903"
746502,"GN","Mysarbia Mielke, 2002"
746503,"GN","Paracarystus Godman, 1900"
746504,"GN","Thoon Godman, 1900"
746505,"GN","Justinia Evans, 1955"
746506,"GN","Tigasis Godman, 1900"
746509,"GN","Tarsoctenus Watson, 1893"
746510,"GN","Vertica Evans, 1955"
746527,"GN","Celaenorrhinus Hübner, 1819"
746528,"GN","Morvina Evans, 1953"
746529,"GN","Myrinia Evans, 1953"
746530,"GN","Cyclosemia Mabille, 1878"
746531,"GN","Mictris Evans, 1955"
746532,"GN","Iliana Bell, 1937"
746533,"GN","Sophista Plötz, 1879"
746534,"GN","Polyctor Evans, 1953"
746535,"GN","Saturnus Evans, 1955"
746536,"GN","Phlebodes Hübner, 1819"
746537,"GN","Joanna Evans, 1955"
746538,"GN","Papias Godman, 1900"
746539,"GN","Vehilius Godman, 1900"
746540,"GN","Cymaenes Scudder, 1872"
746555,"GN","Nisoniades Hübner, 1819"
746556,"GN","Viola Evans, 1953"
746557,"GN","Pachyneuria Mabille, 1888"
746558,"GN","Staphylus Godman & Salvin, 1896"
746559,"GN","Pellicia Herrich-Schäffer, 1870"
746561,"GN","Sostrata Godman & Salvin, 1895"
746562,"GN","Moeris Godman, 1900"
746563,"GN","Parphorus Godman, 1900"
746564,"GN","Nastra Evans, 1955"
746565,"GN","Cobalopsis Godman, 1900"
746566,"GN","Arita Evans, 1955"
746567,"GN","Phanus Hübner, 1819"
746568,"GN","Lerema Scudder, 1872"
746570,"GN","Remella Hemming, 1939"
746571,"GN","Thargella Godman, 1900"
746572,"GN","Venas Evans, 1955"
746591,"GN","Potamanaxas Linsey, 1925"
746592,"GN","Mylon Godman & Salvin, 1894"
746593,"GN","Grais Godman & Salvin, 1894"
746594,"GN","Nascus Watson, 1893"
746595,"GN","Gorgythion Godman & Salvin, 1896"
746596,"GN","Camptopleura Mabille, 1877"
746597,"GN","Cycloglypha Mabille, 1903"
746598,"GN","Helias Fabricius, 1807"
746599,"GN","Anastrus Hübner, 1824"
746600,"GN","Phanes Godman, 1901"
746602,"GN","Cynea Evans, 1955"
746603,"GN","Metron Godman, 1900"
746604,"GN","Propertius Evans, 1955"
746605,"GN","Phemiades Hübner, 1819"
746606,"GN","Molo Godman, 1900"
746607,"GN","Udranomia Butler, 1870"
746608,"GN","Oxynthes Godman, 1900"
746623,"GN","Tosta Evans, 1953"
746624,"GN","Ebrietas Godman & Salvin, 1896"
746625,"GN","Chiomara Godman & Salvin, 1899"
746626,"GN","Gesta Evans, 1953"
746627,"GN","Ouleus Lindsey, 1925"
746628,"GN","Zera Evans, 1953"
746629,"GN","Quadrus Lindsey, 1925"
746630,"GN","Gindanes Godman & Salvin, 1895"
746631,"GN","Euphyes Scudder, 1872"
746633,"GN","Thespieus Godman, 1900"
746634,"GN","Vacerra Godman, 1900"
746636,"GN","Tirynthoides Bell, 1940"
746637,"GN","Drephalys Watson, 1893"
746638,"GN","Conga Evans, 1955"
746639,"GN","Pompeius Evans, 1955"
746640,"GN","Polites Scudder, 1872"
746663,"GN","Pythonides Hübner, 1819"
746665,"GN","Milanion Godman & Salvin, 1895"
746666,"GN","Paramimus Hübner, 1819"
746667,"GN","Bungalotis Watson, 1893"
746668,"GN","Charidia Mabille, 1903"
746669,"GN","Eantis Boisduval, 1836"
746670,"GN","Aethilla Hewitson, 1868"
746704,"GN","Pseudodrephalys Burns, 1999"
746705,"GN","Clito Evans, 1953"
746706,"GN","Eracon Godman & Salvin, 1894"
746707,"GN","Cornuphallus Austin, 1997"
746708,"GN","Spioniades Hübner, 1819"
746709,"GN","Plumbago Evans, 1953"
746710,"GN","Trina Evans, 1953"
746711,"GN","Paches Godman & Salvin, 1895"
746712,"GN","Xenophanes Godman & Salvin, 1895"
746713,"GN","Carrhenes Godman & Salvin, 1895"
746714,"GN","Onenses Godman & Salvin, 1895"
746715,"GN","Antigonus Hübner, 1819"
746743,"GN","Heliopetes Billberg, 1820"
746744,"GN","Lycas Godman, 1901"
746745,"GN","Orses Godman, 1901"
746746,"GN","Perichares Scudder, 1872"
746747,"GN","Pyrrhopygopsis Godman, 1901"
746748,"GN","Copaeodes Speyer, 1877"
746749,"GN","Turesis Godman, 1901"
746750,"GN","Ebusus Evans, 1955"
746752,"GN","Lychnuchus Hübner, 1831"
746783,"GN","Talides Hübner, 1819"
746784,"GN","Carystus Hübner, 1819"
746785,"GN","Salatis Evans, 1952"
746788,"GN","Cobalus Hübner, 1819"
746789,"GN","Dubiella Evans, 1936"
746790,"GN","Tellona Evans, 1955"
746791,"GN","Damas Godman, 1901"
746792,"GN","Orphe Godman, 1901"
746793,"GN","Carystoides Godman, 1901"
746819,"GN","Aides Billberg, 1820"
746820,"GN","Thracides Hübner, 1819"
746821,"GN","Neoxeniades Hayward, 1938"
746822,"GN","Porphyrogenes Watson, 1893"
746823,"GN","Aroma Evans, 1955"
746824,"GN","Saliana Evans, 1955"
746847,"GN","Zenis Godman, 1900"
746848,"GN","Synapte Mabille, 1904"
746849,"GN","Propapias Mielke, 1992"
746850,"GN","Anthoptus Bell, 1942"
746851,"GN","Corticea Evans, 1955"
746881,"GN","Mnaseas Godman, 1901"
746882,"GN","Vinius Godman, 1900"
746883,"GN","Artines Godman, 1901"
746884,"GN","Flaccilla Godman, 1901"
746885,"GN","Methionopsis Godman, 1901"
746886,"GN","Sodalia Evans, 1955"
746887,"GN","Eutychide Godman, 1900"
746888,"GN","Onophas Godman, 1900"
746889,"GN","Naevolus Hemming, 1939"
746890,"GN","Apaustus Hübner, 1819"
746905,"GN","Chioides Lindsey, 1921"
746906,"GN","Spathilepia Butler, 1870"
746907,"GN","Autochton Hübner, 1823"
746926,"GN","Cogia Butler, 1870"
746927,"GN","Narcosius Steinhauser, 1986"
746933,"GN","Euriphellus Austin, 2008"
746934,"GN","Anatrytone Dyar, 1905"
746936,"GN","Quasimellana Burns, 1994"
746937,"GN","Orthos Evans, 1955"
746938,"GN","Decinea Evans, 1955"
746939,"GN","Augiades Hübner, 1819"
746940,"GN","Hyalothyrus Mabille, 1878"
749993,"ES","Janatella hera (Cramer, 1779)"
749994,"ES","Metamorpha elissa Hübner, 1819"
749997,"ES","Napeocles jucunda (Hübner, 1808)"
749998,"ES","Ortilia liriope (Cramer, 1775)"
749999,"ES","Siproeta stelenes (Linnaeus, 1758)"
750000,"ES","Tegosa anieta (Hewitson, 1864)"
750001,"ES","Tegosa fragilis (Bates, 1854)"
750002,"ES","Amphidecta calliomma (C. Felder & R. Felder, 1862)"
750004,"ES","Bia actorion (Linnaeus, 1763)"
750006,"ES","Caeruleuptychia caerulea (Butler, 1869)"
750007,"ES","Caeruleuptychia helios (Weymer, 1911)"
750010,"ES","Cepheuptychia cephus (Fabricius, 1775)"
750099,"ES","Chloreuptychia agatha (Butler, 1867)"
750108,"ES","Cissia penelope (Fabricius, 1775)"
750110,"ES","Cithaerias andromeda (Fabricius, 1775)"
750111,"ES","Erichthodes antonina (C. Felder & R. Felder, 1867)"
750112,"ES","Euptychia jesia (Butler, 1869)"
750114,"ES","Euptychia mollina (Hübner, 1818)"
750118,"ES","Euptychia westwoodi Butler, 1867"
750119,"ES","Haetera piera (Linnaeus, 1758)"
750122,"ES","Harjesia blanda (Möschler, 1877)"
750227,"ES","Magneuptychia libye (Linnaeus, 1767)"
750230,"ES","Manataria hercyna Hübner, 1821"
750231,"ES","Megeuptychia antonoe (Cramer, 1775)"
750236,"ES","Pareuptychia hesionides (Forster, 1964)"
750237,"ES","Pareuptychia lydia (Cramer, 1777)"
750240,"ES","Pierella astyoche (Erichson, 1848)"
750241,"ES","Pierella hyalinus (Gmelin, 1790)"
750242,"ES","Pierella lena (Linnaeus, 1767)"
750244,"ES","Posttaygetis penelea (Cramer, 1777)"
750246,"ES","Pseudodebis marpessa (Hewitson, 1862)"
750247,"ES","Pseudodebis valentina (Cramer, 1779)"
750334,"ES","Splendeuptychia nortia (Hewitson, 1862)"
750343,"ES","Taygetis cleopatra C. Felder & R. Felder, 1862"
750345,"ES","Taygetis echo (Cramer, 1775)"
750347,"ES","Taygetis kharisma Brévignon & Benmesbah, 2012"
750348,"ES","Taygetis laches (Fabricius, 1793)"
750349,"ES","Taygetis mermeria (Cramer, 1779)"
750350,"ES","Taygetis rufomarginata Staudinger, 1888"
750351,"ES","Taygetis sylvia Bates, 1866"
750352,"ES","Taygetis thamyra (Cramer, 1779)"
750353,"ES","Taygetis virgilia (Cramer, 1776)"
750358,"ES","Yphthimoides renata (Stoll in Cramer, 1780)"
750360,"ES","Mimoides ariarathes (Esper, 1788)"
750361,"ES","Mimoides pausanias (Hewitson, 1852)"
750362,"ES","Parides aeneas (Linnaeus, 1758)"
750426,"ES","Doxocopa agathina (Cramer, 1777)"
750427,"ES","Doxocopa lavinia (Butler, 1866)"
750428,"ES","Doxocopa linda Felder, 1862"
750429,"ES","Brassolis sophorae (Linnaeus, 1758)"
750430,"ES","Caligo euphorbus (C. Felder & R. Felder, 1865)"
750431,"ES","Caligo eurilochus (Cramer, 1775)"
750432,"ES","Caligo idomeneus (Linnaeus, 1758)"
750433,"ES","Caligo illioneus (Cramer, 1775)"
750434,"ES","Caligo suzanna (Deyrolle, 1872)"
750435,"ES","Caligo teucer (Linnaeus, 1758)"
750436,"ES","Caligopsis seleucida (Hewitson, 1877)"
750437,"ES","Catoblepia berecynthia (Cramer, 1777)"
750438,"ES","Catoblepia versitincta Stichel, 1902"
750439,"ES","Catoblepia xanthicles (Godman & Salvin, 1881)"
750440,"ES","Catoblepia xanthus (Linnaeus, 1758)"
750441,"ES","Dynastor darius (Fabricius, 1775)"
750442,"ES","Dynastor macrosiris Doubleday, 1849"
750444,"ES","Aponarope beneluzi Brévignon, 2005"
750445,"ES","Narope cyllabarus Westwood, 1852"
750446,"ES","Parides anchises (Linnaeus, 1758)"
750447,"ES","Parides chabrias (Hewitson, 1852)"
750448,"ES","Parides echemon (Hübner, 1813)"
750449,"ES","Parides erithalion (Boisduval, 1836)"
750450,"ES","Parides lysander (Cramer, 1775)"
750451,"ES","Parides neophilus (Geyer, 1837)"
750452,"ES","Parides panthonus (Cramer, 1780)"
750453,"ES","Parides phosphorus (Bates, 1861)"
750454,"ES","Parides sesostris (Cramer, 1779)"
750455,"ES","Parides vertumnus (Cramer, 1779)"
750456,"ES","Protesilaus aguiari (D'almeida, 1937)"
750457,"ES","Protesilaus glaucolaus (Bates, 1864)"
750458,"ES","Protesilaus leucosilaus (Zikan, 1937)"
750459,"ES","Protesilaus molops (Rothschild & Jordan, 1906)"
750460,"ES","Protesilaus protesilaus (Linnaeus, 1758)"
750461,"ES","Protesilaus telesilaus (Felder, 1864)"
750462,"ES","Protographium agesilaus (Guérin-Méneville & Percheron, 1835)"
750514,"ES","Narope cyllastros (Doubleday, 1849)"
750515,"ES","Opsiphanes cassiae (Linnaeus, 1758)"
750517,"ES","Opsiphanes invirae (Hübner, 1808)"
750518,"ES","Opsiphanes quiteria (Stoll in Cramer, 1780)"
750519,"ES","Selenophanes cassiope (Cramer, 1775)"
750520,"ES","Agrias narcissus Staudinger, 1886"
750523,"ES","Archaeoprepona amphimachus (Fabricius, 1775)"
750524,"ES","Archaeoprepona demophon (Linnaeus, 1758)"
750525,"ES","Archaeoprepona demophoon (Hübner, 1806)"
750526,"ES","Archaeoprepona licomedes (Cramer, 1777)"
750527,"ES","Archaeoprepona meander (Cramer, 1775)"
750528,"ES","Consul fabius (Cramer, 1776)"
750529,"ES","Fountainea ryphea (Cramer, 1775)"
750530,"ES","Hypna clytemnestra (Cramer, 1777)"
750532,"ES","Memphis basilia (Cramer, 1780)"
750535,"ES","Memphis grandis (Druce, 1877)"
750536,"ES","Memphis leonida (Cramer, 1782)"
750539,"ES","Memphis oenomais (Boisduval, 1870)"
750541,"ES","Anteos menippe (Hübner, 1818)"
750542,"ES","Aphrissa fluminensis (D'Almeida, 1921)"
750543,"ES","Eurema agave (Cramer, 1775)"
750546,"ES","Eurema phiale (Cramer, 1775)"
750548,"ES","Phoebis argante (Fabricius, 1775)"
750549,"ES","Phoebis neocypris (Hübner, 1823)"
750550,"ES","Phoebis philea (Linnaeus, 1763)"
750552,"ES","Pyrisitia leuce (Boisduval, 1836)"
750553,"ES","Pyrisitia venusta (Boisduval, 1836)"
750554,"ES","Dismorphia amphione (Cramer, 1779)"
750555,"ES","Dismorphia laja (Cramer, 1779)"
750556,"ES","Dismorphia theucharila (Doubleday, 1848)"
750598,"ES","Memphis philumena (Doubleday, 1850)"
750599,"ES","Memphis polycarmes (Fabricius, 1775)"
750601,"ES","Memphis xenocles (Westwood, 1850)"
750603,"ES","Prepona eugenes Bates, 1865"
750604,"ES","Prepona laertes (Hübner, 1811)"
750605,"ES","Prepona pheridamas (Cramer, 1777)"
750606,"ES","Prepona pseudomphale Le Moult, 1932"
750607,"ES","Prepona philipponi Le Moult, 1932"
750608,"ES","Siderone galanthis (Cramer, 1775)"
750609,"ES","Zaretis ellops (Ménétriès, 1855)"
750610,"ES","Zaretis isidora (Cramer, 1779)"
750611,"ES","Zaretis itys (Cramer, 1777)"
750612,"ES","Danaus eresimus (Cramer, 1777)"
750613,"ES","Danaus gilippus (Cramer, 1775)"
750614,"ES","Lycorea halia (Hübner, 1816)"
750615,"ES","Lycorea pasinuntia (Stoll in Cramer, 1780)"
750616,"ES","Dryadula phaetusa (Linnaeus, 1758)"
750617,"ES","Enantia lina (Herbst, 1792)"
750618,"ES","Enantia melite (Linnaeus, 1763)"
750619,"ES","Moschoneura pinthous (Linnaeus, 1758)"
750620,"ES","Patia orise (Boisduval, 1836)"
750621,"ES","Archonias brassolis (Fabricius, 1777)"
750622,"ES","Ganyra phaloe (Godart, 1819)"
750623,"ES","Glutophrissa drusilla (Cramer, 1777)"
750624,"ES","Itaballia demophile (Linnaeus, 1763)"
750625,"ES","Melete lycimnia (Cramer, 1777)"
750626,"ES","Perrhybris pamela (Stoll in Cramer, 1780)"
750627,"ES","Prepona dexamenus (Hopffer, 1874)"
750628,"ES","Scada reckia (Hübner, 1808)"
750629,"ES","Adelpha boreas (Butler, 1866)"
750630,"ES","Ectima thecla (Fabricius, 1796)"
750696,"ES","Eueides aliphera (Godart, 1819)"
750697,"ES","Eueides isabella (Stoll in Cramer, 1781)"
750698,"SSES","Eueides lampeto copiosus Stichel, 1906"
750699,"ES","Eueides libitina Staudinger, 1885"
750700,"ES","Eueides lybia (Fabricius, 1775)"
750701,"ES","Eueides tales (Cramer, 1775)"
750702,"ES","Eueides vibilia (Godart, 1819)"
750703,"SSES","Euptoieta hegesia hoffmanni Comstock, 1944"
750705,"ES","Heliconius antiochus (Linnaeus, 1767)"
750706,"ES","Heliconius burneyi (Hübner, 1824)"
750707,"ES","Heliconius demeter Staudinger, 1896"
750708,"ES","Heliconius doris (Linnaeus, 1771)"
750709,"ES","Heliconius egeria (Cramer, 1775)"
750710,"ES","Heliconius elevatus (Nölder, 1901)"
750711,"ES","Heliconius erato (Linnaeus, 1758)"
750712,"ES","Heliconius ethilla (Godart, 1819)"
750713,"ES","Heliconius hecale (Fabricius, 1876)"
750715,"ES","Heliconius melpomene (Linnaeus, 1758)"
750716,"ES","Heliconius numata (Cramer, 1780)"
750717,"ES","Heliconius ricini (Linnaeus, 1758)"
750718,"ES","Heliconius sara (Fabricius, 1793)"
750719,"ES","Heliconius wallacei (Reakirt, 1866)"
750720,"ES","Heliconius xanthocles Bates, 1862"
750722,"ES","Battus belus (Cramer, 1777)"
750723,"ES","Battus lycidas (Cramer, 1777)"
750724,"ES","Battus crassus (Cramer, 1777)"
750764,"ES","Neruda aoede (Hübner, 1816)"
750766,"ES","Philaethria dido (Linnaeus, 1763)"
750767,"ES","Aeria eurimedea (Cramer, 1777)"
750768,"ES","Callithomia alexirrhoe Lamas, 1999"
750769,"ES","Callithomia lenea (Cramer, 1779)"
750770,"ES","Ceratinia cayana (Salvin, 1869)"
750771,"SSES","Ceratinia neso nisea (Godart, 1819)"
750772,"SSES","Dircenna dero euteles Erschoff, 1875"
750774,"ES","Forbestra equicola (Cramer, 1780)"
750775,"ES","Garsauritis xanthostola (Bates, 1862)"
750776,"ES","Godyris zavaleta (Hewitson, 1855)"
750777,"ES","Hypoleria lavinia (Hewitson, 1855)"
750778,"ES","Hyposcada anchiala (Hewitson, 1868)"
750779,"ES","Hyposcada illinissa (Hewitson, 1852)"
750780,"ES","Hyposcada zarepha (Hewitson, 1869)"
750781,"ES","Hypothyris euclea (Godart, 1819)"
750782,"GN","Eurytides Hübner, 1821"
750831,"ES","Hypothyris daphnis D'Almeida, 1945"
750832,"ES","Hypothyris fluonia (Hewitson, 1854)"
750833,"ES","Hypothyris leprieuri (Feisthamel, 1835)"
750834,"ES","Hypothyris ninonia (Hübner, 1806)"
750835,"ES","Hypothyris vallonia (Hewitson, 1853)"
750836,"ES","Mechanitis lysimnia (Fabricius, 1793)"
750837,"ES","Mechanitis mazaeus Hewitson, 1860"
750838,"ES","Mechanitis polymnia (Linnaeus, 1758)"
750839,"ES","Melinaea ludovica (Cramer, 1780)"
750840,"ES","Melinaea menophilus Hewitson, 1856"
750841,"ES","Melinaea mnasias Hewitson, 1856"
750842,"ES","Melinaea mneme (Linnaeus, 1763)"
750843,"ES","Methona grandior (Forbes, 1944)"
750844,"ES","Methona megisto Felder & Felder, 1860"
750845,"ES","Methona mystica Zikan, 1931"
750846,"ES","Napeogenes inachia Hewitson, 1855"
750847,"ES","Napeogenes rhezia Hübner & Geyer, 1806"
750848,"ES","Napeogenes sylphis Guérin, 1844"
750849,"ES","Oleria astrea (Cramer, 1775)"
750850,"ES","Oleria flora (Cramer, 1779)"
750907,"ES","Pseudoscada florula (Hewitson, 1855)"
750908,"ES","Pteronymia vestilla Hewitson, 1852"
750909,"ES","Sais rosalia (Cramer, 1779)"
750910,"ES","Thyridia psidii (Linnaeus, 1758)"
750911,"ES","Tithorea harmonia (Cramer, 1777)"
750912,"ES","Adelpha attica (C. Felder & R. Felder, 1867)"
750914,"ES","Adelpha capucinus Willmott, 2003"
750915,"ES","Adelpha cocala (Cramer, 1779)"
750916,"ES","Adelpha cytherea (Linnaeus, 1758)"
750918,"ES","Adelpha delinita Fruhstorfer, 1913"
750919,"ES","Adelpha epione (Godart, 1824)"
750920,"ES","Adelpha erotia (Hewitson, 1847)"
750921,"ES","Adelpha ethelda (Hewitson, 1867)"
750922,"ES","Adelpha gilletella Brévignon, 1996"
750923,"ES","Adelpha heraclea (C. Felder & R. Felder, 1867)"
750924,"ES","Adelpha iphiclus (Linnaeus, 1758)"
750925,"ES","Adelpha melona (Hewitson, 1847)"
750926,"ES","Adelpha mesentina (Cramer, 1777)"
750927,"ES","Adelpha naxia (C. Felder & R. Felder, 1867)"
750928,"ES","Adelpha nea (Hewitson, 1847)"
750929,"ES","Adelpha paraena (Bates, 1865)"
750930,"ES","Adelpha plesaure Hübner, 1823"
750970,"ES","Adelpha pollina Fruhstorfer, 1915"
750972,"ES","Adelpha radiata Fruhstorfer, 1915"
750973,"ES","Adelpha serpa (Boisduval, 1836)"
750974,"ES","Adelpha thesprotia (Felder & Felder, 1867)"
750975,"ES","Adelpha viola (Fruhstorfer, 1913)"
750976,"ES","Adelpha ximena (C. Felder & R. Felder, 1862)"
750977,"ES","Asterope leprieuri (Feisthamel, 1835)"
750978,"ES","Asterope markii (Hewitson, 1857)"
750979,"ES","Asterope sapphyra Hübner, 1821"
750981,"ES","Baeotus deucalion (C. Felder & R. Felder, 1860)"
750982,"ES","Baeotus japetus (Staudinger, 1885)"
750983,"ES","Callicore astarte (Cramer, 1779)"
750985,"ES","Callicore cynosura (Doubleday, 1847)"
750986,"ES","Callicore maronensis (Oberthür, 1916)"
750987,"ES","Callicore texa (Hewitson, 1855)"
750988,"ES","Catonephele acontius (Linnaeus, 1771)"
750989,"ES","Catonephele antinoe (Godart, 1824)"
750990,"ES","Catonephele numilia (Cramer, 1775)"
751079,"ES","Colobura annulata Willmott, Constantino & Hall, 2001"
751080,"ES","Diaethria clymena (Cramer, 1775)"
751081,"ES","Dynamine aerata (Butler, 1877)"
751082,"ES","Dynamine agacles (Dalman, 1823)"
751083,"ES","Dynamine arene Hübner, 1824"
751084,"ES","Dynamine athemon (Linnaeus, 1758)"
751085,"ES","Dynamine davinae Brévignon, 2008"
751087,"ES","Dynamine onias (Hewitson, 1857)"
751088,"ES","Dynamine paulina (Bates, 1865)"
751089,"ES","Dynamine pebana Staudinger, 1885"
751090,"ES","Dynamine postverta (Cramer, 1779)"
751091,"ES","Ectima iona Hewitson, 1850"
751092,"ES","Eunica alpais (Godart, 1824)"
751093,"ES","Eunica amelia (Cramer, 1777)"
751094,"ES","Eunica anna (Cramer, 1780)"
751095,"ES","Eunica bechina (Hewitson, 1852)"
751097,"ES","Eunica caelinia (Godart, 1824)"
751098,"ES","Eunica concordia (Hewitson, 1852)"
751099,"ES","Eunica eurota (Cramer, 1776)"
751100,"ES","Eunica macris (Godart, 1824)"
751101,"ES","Eunica malvina Bates, 1864"
751102,"ES","Eunica mygdonia (Godart, 1824)"
751103,"ES","Eunica orphise (Cramer, 1776)"
751104,"ES","Eunica phasis Felder & Felder, 1862"
751105,"ES","Eunica pusilla Bates, 1864"
751106,"ES","Eunica sophonisba (Cramer, 1780)"
751107,"ES","Eunica sydonia (Godart, 1824)"
751108,"ES","Eunica viola Bates, 1864"
751109,"ES","Hamadryas amphinome (Linnaeus, 1767)"
751197,"ES","Hamadryas arinome (Lucas, 1853)"
751198,"ES","Hamadryas chloe (Stoll, 1787)"
751199,"ES","Hamadryas feronia (Linnaeus, 1758)"
751200,"ES","Hamadryas iphtime (Bates, 1864)"
751201,"ES","Hamadryas laodamia (Cramer, 1777)"
751202,"ES","Hamadryas velutina (Bates, 1865)"
751203,"ES","Historis acheronta (Fabricius, 1775)"
751204,"ES","Marpesia chiron (Fabricius, 1775)"
751205,"ES","Marpesia crethon (Fabricius, 1777)"
751206,"ES","Marpesia orsilochus (Fabricius, 1777)"
751207,"ES","Myscelia milloi Oberthür, 1916"
751208,"ES","Nessaea batesii (Felder & Felder, 1860)"
751209,"ES","Nessaea obrina (Linnaeus, 1758)"
751211,"ES","Peria lamis (Cramer, 1779)"
751212,"ES","Pyrrhogyra amphiro (Bates, 1865)"
751213,"ES","Pyrrhogyra crameri Aurivillius, 1882"
751214,"ES","Pyrrhogyra edocla (Doubleday, 1848)"
751215,"ES","Pyrrhogyra neaerea (Linnaeus, 1758)"
751216,"ES","Pyrrhogyra otolais (Bates, 1864)"
751217,"ES","Pyrrhogyra stratonicus (Fruhstorfer, 1908)"
751287,"ES","Smyrna blomfildia (Fabricius, 1782)"
751288,"ES","Temenis laothoe (Cramer, 1777)"
751289,"ES","Temenis pulchra (Hewitson, 1861)"
751290,"ES","Tigridia acesta (Linnaeus, 1758)"
751291,"ES","Vila emilia (Cramer, 1779)"
751292,"ES","Antirrhea murena Staudinger, 1885"
751294,"ES","Antirrhea philoctetes (Linnaeus, 1758)"
751295,"ES","Antirrhea taygetina (Butler, 1868)"
751296,"ES","Caerois chorinaeus (Fabricius, 1775)"
