"cd_nom","rang","nom_complet"
782913,"GN","Acraea Fabricius, 1807"
782914,"ES","Acraea neobule Doubleday, 1847"
782917,"GN","Euchrysops Butler, 1900"
782918,"ES","Euchrysops malathana (Boisduval, 1833)"
782919,"ES","Henotesia ankaratra (Ward, 1870)"
782920,"ES","Junonia orithya (Linnaeus, 1758)"
782922,"SSES","Junonia orithya madagascariensis Guenée, 1872"
782969,"ES","Hypolimnas dubius Palisot de Beauvois, 1805"
782975,"ES","Hypolimnas anthedon (Doubleday, 1845)"
782976,"SSES","Hypolimnas anthedon diffusa (Butler, 1881)"
782978,"SSES","Hypolimnas anthedon drucei (Butler, 1874)"
782982,"SSES","Hypolimnas anthedon mima (Trimen, 1869)"
783030,"GN","Pardopsis Trimen, 1887"
783031,"ES","Pardopsis punctatissima (Boisduval, 1833)"
783038,"ES","Acraea ranavalona Boisduval, 1833"
783039,"ES","Acraea igati Boisduval, 1833"
783043,"ES","Acraea damii Snellen van Vollenhoven, Pollen & Van Dam, 1869"
783435,"SSES","Rhabdodryas trite trite (Linnaeus, 1758)"
783437,"ES","Ceratinia neso (Hübner, 1806)"
783438,"ES","Dircenna dero (Hübner, 1823)"
783441,"ES","Eueides lampeto Bates, 1862"
783442,"SSES","Eueides vibilia louisi Brévignon, 2006"
783443,"SSES","Heliconius hecale fraternitas Brévignon, 2006"
783444,"SSES","Heliconius melpomene melpomene (Linnaeus, 1758)"
783445,"SSES","Heliconius melpomene meriana Turner, 1967"
783446,"SSES","Heliconius melpomene thelxiopeia Staudinger, 1897"
783447,"SSES","Heliconius erato erato (Linnaeus, 1758)"
783449,"SSES","Zaretis isidora naama (Brévignon, 2006)"
783452,"SSES","Zaretis ellops mellita (Brévignon, 2006)"
783454,"ES","Memphis phantes (Hopffer, 1874)"
783456,"SSES","Anartia jatrophae jatrophae (Linnaeus, 1763)"
783457,"SSES","Eresia erysice etesiae (Hall, 1928)"
783475,"SSES","Historis odius dious Lamas, 1995"
783586,"ES","Morpho marcus (Schaller, 1785)"
784393,"GN","Mysoria Watson, 1893"
784892,"ES","Euptoieta hegesia (Cramer, 1779)"
784909,"ES","Siderus nouraguensis Faynel & Robbins, 2014"
784910,"ES","Nicolaea salki Faynel & Robbins, 2014"
784911,"ES","Ostrinotes silva Faynel & Robbins, 2014"
785075,"SSES","Callicore texa bari Attal & Benmesbah, 2014"
786073,"SSES","Pyrisitia venusta emanona (Dillon, 1947)"
786077,"ES","Memphis verticordia (Hübner, 1824)"
786078,"SSES","Memphis verticordia luciana (Hall, 1929)"
786111,"SSES","Pyrisitia leuce saulbatado Brévignon, 2006"
789883,"SSES","Vanessa atalanta atalanta (Linnaeus, 1758)"
790188,"SSES","Zygaena cynarae josettae Thômé, 2015"
790199,"ES","Papilio thoas Linnaeus, 1771"
790635,"ES","Pierella lamia (Sulzer, 1776)"
791603,"ES","Mesosemia exilinea Gallard, 2015"
792267,"GN","Udara Toxopeus, 1928"
792268,"ES","Udara renevieri Braby & Müller, 2014"
809929,"ES","Stalachtis eugenia (Cramer, 1777)"
809930,"SSES","Stalachtis eugenia terpsichore Seitz, 1917"
810671,"GN","Pampa Walker, 1854"
810672,"GN","Stylura Burmeister, 1878"
810673,"ES","Stylura guyanensis Tarmann & Drouet, 2015"
810674,"GN","Harrisinopsis Jordan, 1913"
810675,"ES","Harrisinopsis robusta Jordan, 1913"
810676,"GN","Monalita Tremewan, 1973"
810677,"ES","Monalita faurei Tarmann & Drouet, 2015"
810678,"ES","Monalita laguerrei Tarmann & Drouet, 2015"
810679,"GN","Pycnoctena R. Felder, 1874"
810680,"ES","Pycnoctena angustula R. Felder, 1874"
810681,"GN","Seryda Walker, 1856"
810682,"ES","Seryda gallardi Tarmann & Drouet, 2015"
810683,"ES","Seryda confusa Tarmann & Drouet, 2015"
810684,"ES","Pampa smaragdina (Hering, 1941)"
810685,"ES","Pampa hermieri Tarmann & Drouet, 2015"
810686,"ES","Pampa pseudovenata Tarmann & Drouet, 2015"
810741,"SSES","Pseudonacaduba sichela reticulum (Mabille, 1877)"
811615,"SSES","Pyrisitia leuce antillarum (Hall, 1936)"
811728,"TR","Vagrantini Pinratana & Eliot, 1996"
811731,"TR","Acraeini Boisduval, 1833"
811732,"TR","Heliconiini Swainson, 1822"
811733,"TR","Ithomiini Godman & Salvin, 1879"
811742,"SBFM","Biblidinae Boisduval, 1833"
811743,"TR","Epiphilini Jenkins, 1987"
811744,"TR","Coeini Scudder, 1893"
811745,"TR","Biblidini Boisduval, 1833"
811746,"TR","Callicorini Orfila, 1952"
811747,"TR","Epicaliini Guenée, 1865"
811748,"TR","Eubagini Burmeister, 1878"
811749,"TR","Ageroniini Doubleday, 1847"
811750,"SBFM","Cyrestinae Guenée, 1865"
811751,"TR","Morphini Newman, 1834"
811752,"TR","Victorinini Scudder, 1893"
811755,"TR","Brassolini Boisduval, 1836"
811756,"TR","Haeterini Herrich-Schaeffer, 1864"
811757,"TR","Melanitini Reuter, 1896"
811997,"ES","Gargina caninius (Druce, 1907)"
811999,"GN","Haematera Doubleday, 1849"
812000,"ES","Haematera pyrame (Hübner, 1819)"
812013,"ES","Siproeta epaphus (Latreille, 1813)"
812014,"SSES","Siproeta epaphus gadoui Masters, 1967"
812017,"ES","Argyrogrammana talboti Brevignon & Gallard, 1998"
812223,"ES","Megeuptychia souadae Benmesbah, 2015"
812863,"ES","Papilio polyxenes Fabricius, 1775"
812866,"SSES","Papilio androgeus androgeus Cramer, 1775"
812867,"ES","Papilio anchisiades Esper, 1788"
812868,"SSES","Papilio anchisiades anchisiades Esper, 1788"
812869,"ES","Papilio astyalus Godart, 1819"
812870,"SSES","Papilio astyalus hippomedon C. Felder & R. Felder, 1859"
812871,"ES","Papilio chiansiades Westwood, 1872"
812872,"SSES","Papilio chiansiades maroni Moreau, 1923"
812873,"SSES","Papilio garleppi lecerfi (K. Brown & Lamas, 1994)"
812874,"ES","Papilio hyppason Cramer, 1775"
812875,"SSES","Papilio thoas thoas Linnaeus, 1771"
812876,"ES","Papilio torquatus Cramer, 1777"
812877,"SSES","Papilio torquatus torquatus Cramer, 1777"
812880,"GN","Choranthus Scudder, 1872"
812881,"ES","Choranthus vitellius (Fabricius, 1793)"
813209,"GN","Libytheana Michener, 1943"
813210,"ES","Libytheana carinenta Cramer, 1779"
813211,"SSES","Libytheana carinenta carinenta Cramer, 1779"
813664,"ES","Eryphanis automedon (Cramer, 1775)"
813666,"SSES","Eryphanis automedon automedon (Cramer, 1775)"
813667,"SSES","Caligo idomeneus idomeneus (Linnaeus, 1758)"
813668,"SSES","Caligo eurilochus eurilochus (Cramer, 1775)"
813669,"SSES","Caligo teucer teucer (Linnaeus, 1758)"
813670,"SSES","Catoblepia xanthus xanthus (Linnaeus, 1758)"
813671,"SSES","Opsiphanes cassiae cassiae (Linnaeus, 1758)"
813672,"SSES","Temenis laothoe laothoe (Cramer, 1777)"
813673,"SSES","Catonephele acontius acontius (Linnaeus, 1771)"
813674,"SSES","Fountainea ryphea ryphea (Cramer, 1775)"
813675,"ES","Memphis moruus (Fabricius, 1775)"
813676,"SSES","Memphis moruus moruus (Fabricius, 1775)"
813677,"ES","Baeotus aeilus (Stoll, 1780)"
813678,"ES","Memphis laertes (Cramer, 1775)"
813680,"SSES","Taygetis laches laches (Fabricius, 1793)"
813681,"SSES","Taygetis mermeria mermeria (Cramer, 1779)"
813682,"SSES","Historis acheronta acheronta (Fabricius, 1775)"
813689,"ES","Memphis acidalia (Hübner, 1819)"
813691,"SSES","Memphis acidalia acidalia (Hübner, 1819)"
813692,"SSES","Memphis basilia basilia (Cramer, 1780)"
813701,"SSES","Hypna clytemnestra clytemnestra (Cramer, 1777)"
813702,"SSES","Melinaea ludovica ludovica (Cramer, 1780)"
813703,"SSES","Dynamine athemon athemon (Linnaeus, 1758)"
813704,"ES","Eresia clio (Linnaeus, 1758)"
813705,"SSES","Eresia clio clio (Linnaeus, 1758)"
813706,"ES","Oleria aegle (Fabricius, 1777)"
813708,"SSES","Eresia eunice eunice (Hübner, 1807)"
813709,"SSES","Eresia nauplius nauplius (Linnaeus, 1758)"
813710,"SSES","Junonia genoveva genoveva (Cramer, 1780)"
813711,"SSES","Smyrna blomfildia blomfildia (Fabricius, 1782)"
813712,"SSES","Bia actorion actorion (Linnaeus, 1763)"
813713,"SSES","Phoebis philea philea (Linnaeus, 1763)"
813716,"ES","Perichares adela (Hewitson, 1867)"
813718,"ES","Oleria ilerdina (Hewitson, 1858)"
813719,"SSES","Oleria ilerdina hermieri Brévignon, 1993"
813932,"GN","Amauris Hübner, 1816"
813933,"ES","Amauris nossima (Ward, 1870)"
813935,"ES","Junonia goudotii (Boisduval, 1833)"
813937,"GN","Byblia Hübner, 1819"
813938,"ES","Byblia anvatara (Boisduval, 1833)"
813939,"ES","Charaxes fulvescens (Aurivillius, 1891)"
813942,"GN","Belenois Hübner, 1819"
813943,"ES","Belenois creona (Cramer, 1776)"
813945,"ES","Colotis euippe (Linnaeus, 1758)"
813947,"ES","Terias floricola (Boisduval, 1833)"
814165,"ES","Zaretis falcis Dias, Casagrande & Mielke, 2012"
814420,"ES","Euptychia audacia Brévignon, Fratello & Nakahara, 2015"
814421,"ES","Euptychia aquila Fratello, Nakahara & Brévignon, 2015"
814626,"ES","Alesa humilis Brévignon, 2015"
820680,"ES","Speyeria aglaja (Linnaeus, 1758)"
821605,"ES","Argyrogrammana gallardi Dolibaina & Dias, 2015"
821606,"ES","Argyrogrammana saulensis Gallard, 2008"
825872,"SSES","Asterope leprieuri leprieuri (Feisthamel, 1835)"
827774,"ES","Eunica monima (Stoll in Cramer, 1782)"
829456,"ES","Junonia neildi Brévignon, 2004"
829458,"ES","Junonia zonalis C. Felder & R. Felder, 1867"
829459,"SSES","Junonia zonalis swifti Brévignon, 2004"
829461,"ES","Junonia litoralis Brévignon, 2009"
829462,"SSES","Glutophrissa drusilla drusilla (Cramer, 1777)"
829463,"SSES","Glutophrissa drusilla boydi (W.P. Comstock, 1943)"
829464,"SSES","Glutophrissa drusilla comstocki (Dillon, 1947)"
829465,"SSES","Ascia monuste eubotea (Godart, 1819)"
829802,"GN","Psaphis Walker, 1854"
829803,"ES","Psaphis leonina (Butler, 1879)"
829814,"GN","Hasora Moore, 1881"
829815,"ES","Hasora khoda (Mabille, 1876)"
829816,"ES","Borbo impar (Mabille, 1883)"
829817,"ES","Borbo cinnara (Wallace, 1866)"
829818,"GN","Cepora Billberg, 1820"
829819,"ES","Cepora perimale (Donovan, 1805)"
829821,"SSES","Cepora perimale terranea (Butler, 1877)"
829822,"SSES","Cepora perimale acrisa (Boisduval, 1859)"
829825,"ES","Appias athama (Blanchard, 1848)"
829826,"SSES","Appias athama psyche (C. Felder & R. Felder, 1865)"
829827,"SSES","Appias athama athama (Blanchard, 1848)"
829829,"ES","Appias paulina (Cramer, 1777)"
829831,"SSES","Appias paulina ega (Boisduval, 1836)"
829836,"ES","Belenois java (Linnaeus, 1768)"
829838,"SSES","Belenois java peristhene (Boisduval, 1859)"
829841,"GN","Elodina Felder & Felder, 1865"
829842,"ES","Elodina signata Wallace, 1867"
829843,"ES","Elodina pseudanops Butler, 1877"
829844,"ES","Catopsilia pyranthe (Linnaeus, 1758)"
829846,"ES","Catopsilia gorgophone (Boisduval, 1836)"
829848,"SSES","Catopsilia gorgophone novacaledonia Viette, 1950"
829849,"GN","Terias Swainson, 1821"
829850,"ES","Terias hecabe (Linnaeus, 1758)"
829851,"SSES","Terias hecabe sulphurata Butler, 1876"
829853,"SSES","Terias hecabe novaecaledoniae Corbet & Pendlebury, 1932"
829855,"ES","Papilio amynthor Boisduval, 1859"
829861,"ES","Graphium gelon (Boisduval, 1859)"
829863,"GN","Graphium Scopoli, 1777"
829898,"ES","Euphydryas beckeri (Lederer, 1853)"
829904,"SSES","Euphydryas aurinia sareptana (Staudinger, 1871)"
829921,"GN","Nothodanis Hirowatari, 1992"
829922,"ES","Nothodanis schaeffera (Eschscholtz, 1821)"
829924,"SSES","Nothodanis schaeffera caledonica (Felder & Felder, 1865)"
829929,"SSES","Jamides walkeri ruruturi Riley, 1929"
829930,"ES","Nacaduba biocellata (Felder & Felder, 1865)"
829932,"SSES","Nacaduba biocellata armillata (Butler, 1876)"
829938,"ES","Catochrysops panormus (C. Felder, 1860)"
829939,"SSES","Catochrysops panormus caledonica (C. Felder, 1862)"
829942,"ES","Euchrysops cnejus (Fabricius, 1798)"
829952,"ES","Zizina labradus (Godart, 1824)"
829953,"SSES","Zizina labradus cheesmanae (Riley, 1929)"
829961,"SSES","Danaus affinis albistriga Talbot, 1943"
829962,"GN","Tirumala Moore, 1880"
829969,"ES","Tirumala hamata (MacLeay, 1826)"
829972,"GN","Parantica Moore, 1880"
829974,"ES","Danaus pumila Boisduval, 1859"
829975,"ES","Parantica pumila (Boisduval, 1859)"
829976,"SSES","Parantica pumila pumila (Boisduval, 1859)"
829977,"SSES","Parantica pumila mariana (Butler, 1865)"
829980,"ES","Euploea algea (Godart, 1819)"
829983,"SSES","Euploea algea helcita (Boisduval, 1859)"
829991,"ES","Euploea boisduvalii Lucas, 1852"
829993,"SSES","Euploea boisduvalii rileyi Poulton, 1924"
829996,"ES","Euploea tulliolus (Fabricius, 1793)"
829997,"SSES","Euploea tulliolus tulliolus (Fabricius, 1793)"
829998,"SSES","Euploea tulliolus adyte (Boisduval, 1859)"
830000,"SSES","Euploea tulliolus forsteri (Felder & Felder, 1865)"
830002,"GN","Paratisiphone Watkins, 1928"
830003,"ES","Paratisiphone lyrnessa (Hewitson, 1872)"
830004,"ES","Acraea andromacha (Fabricius, 1775)"
832894,"SSES","Vagrans egista scyllaria (Fruhstorfer, 1912)"
832900,"SSES","Hypolimnas bolina pulchra (Butler, 1874)"
832901,"SSES","Hypolimnas bolina pallescens (Butler, 1874)"
832904,"SSES","Hypolimnas bolina nerina (Fabricius, 1775)"
832908,"SSES","Hypolimnas bolina naresii (Butler, 1883)"
832912,"ES","Hypolimnas alimena (Linnaeus, 1758)"
832913,"SSES","Hypolimnas alimena catalai Viette, 1950"
832915,"ES","Hypolimnas octocula (Butler, 1869)"
832916,"SSES","Hypolimnas octocula elsina (Butler, 1877)"
832918,"TR","Kallimini Doherty, 1886"
832919,"GN","Doleschallia Felder & Felder, 1860"
832920,"ES","Doleschallia bisaltide (Cramer, 1777)"
832921,"SSES","Doleschallia bisaltide denisi Viette, 1950"
832923,"GN","Polyura Billberg, 1820"
832924,"ES","Polyura clitarchus (Hewitson, 1874)"
832925,"ES","Polyura gamma (Lathy, 1898)"
832926,"ES","Libythea geoffroy Godart, 1824"
832927,"SSES","Libythea geoffroy antipoda Boisduval, 1859"
833140,"ES","Pontia edusa (Fabricius, 1777)"
833149,"ES","Euchloe ausonia (Hübner, 1804)"
833170,"GN","Austroypthima Holloway, 1974"
833171,"ES","Austroypthima petersi Holloway, 1974"
833173,"ES","Catopsilia pomona (Fabricius, 1775)"
833174,"ES","Eurema candida (Stoll, 1782)"
833175,"ES","Delias nysa (Fabricius, 1775)"
833177,"SSES","Delias nysa caledonica Nieuwenhuis & Howarth, 1969"
833181,"SSES","Danaus chrysippus petilia (Stoll, 1790)"
833182,"SSES","Euploea lewinii montrouzieri (C. Felder & R. Felder, 1865)"
833183,"ES","Euploea sylvester (Fabricius, 1793)"
833185,"SSES","Euploea sylvester tristis (Butler, 1866)"
833186,"ES","Euploea treitschkei Boisduval, 1832"
833188,"SSES","Euploea treitschkei jessica (Butler, 1869)"
833189,"ES","Euploea leucostictos (Gmelin, 1790)"
833191,"SSES","Euploea leucostictos iphianassa (Butler, 1866)"
833192,"GN","Yoma Doherty, 1886"
833193,"ES","Yoma sabina (Cramer, 1780)"
833194,"SSES","Yoma sabina sabina (Cramer, 1780)"
833195,"ES","Hypolimnas antilope (Cramer, 1777)"
833197,"SSES","Hypolimnas antilope lutescens (Butler, 1874)"
833198,"TR","Cyrestini Guenée, 1865"
833199,"GN","Cyrestis Boisduval, 1832"
833202,"ES","Cyrestis achates Butler, 1865"
833203,"SSES","Cyrestis achates whitmei (Butler, 1877)"
833208,"ES","Vanessa kershawi (McCoy, 1868)"
833216,"GN","Psychonotis Toxopeus, 1930"
833217,"ES","Psychonotis purpurea (Druce, 1903)"
833218,"ES","Nacaduba deplorans (Butler, 1876)"
833219,"ES","Jamides carissima (Butler, 1876)"
833220,"SSES","Jamides carissima susana D'Abrera, 1971"
833224,"ES","Leptotes plinius (Fabricius, 1793)"
833226,"SSES","Leptotes plinius pseudocassius (Murray, 1873)"
833228,"SSES","Zizina otis caduca (Butler, 1876)"
833230,"GN","Echinargus Nabokov, 1945"
833231,"ES","Echinargus isola (Reakirt, 1867)"
833422,"ES","Arethusana boabdil (Rambur, 1840)"
833768,"ES","Melitaea ignasiti Sagarra, 1926"
834420,"ES","Eurema smilax (Donovan, 1805)"
834421,"GN","Famegana Eliot, 1973"
834422,"ES","Famegana alsulus (Herrich-Schäffer, 1869)"
834423,"ES","Deudorix pewcaecus Tennent, 2008"
834833,"SSES","Badamia atrox atrox (Butler, 1877)"
837239,"SSES","Coenonympha arcania darwiniana Staudinger, 1871"
837240,"SSES","Erebia tyndarus calcaria Lorković, 1953"
837241,"ES","Melitaea telona Frühstorfer, 1908"
838521,"ES","Theritas silma Martins, Faynel & Robbins, 2016"
840719,"ES","Sarota karishmae Brévignon, 2016"
840721,"ES","Sarota flavicincta (Lathy, 1932)"
840722,"SSES","Sarota flavicincta atlantica Brévignon & Gallard, 1998"
842969,"SSES","Vagrans egista bowdenia (Butler, 1874)"
851482,"SSES","Heteropsis narcissus borbonica (Oberthür, 1916)"
853168,"GN","Fabriciana Reuss, 1920"
853414,"GN","Phengaris Doherty, 1891"
883769,"ES","Semomesia cecilae Gallard, 1997"
883770,"SSES","Sarota psaros punctinegris Gallard, 2017"
883771,"ES","Esthemopsis teras (Stichel, 1910)"
883772,"SSES","Esthemopsis teras thouvenoti Gallard, 2017"
883773,"ES","Argyrogrammana francozi Gallard, 2017"
883774,"SSES","Emesis neemias cayennensis Gallard, 2017"
883775,"ES","Emesis tenedia C. Felder & R. Felder, 1861"
883776,"SSES","Emesis tenedia guyanensis Gallard, 2017"
883778,"SSES","Euselasia zena hermieri Brévignon & Gallard, 1997"
883779,"ES","Euselasia pallantis Brévignon & Gallard, 1993"
883780,"ES","Euselasia clithra (H.W. Bates, 1868)"
883796,"ES","Theope campinensis Jauffret & Corêcha-Jauffret, 2009"
883799,"ES","Nymphidium nealces Hewitson, 1871"
883800,"ES","Nymphidium minuta Druce, 1904"
883801,"GN","Catocyclotis Stichel, 1911"
883802,"ES","Catocyclotis aemulius (Fabricius, 1793)"
883805,"ES","Calospila tauaensis Jauffret & De Sousa, 2009"
883808,"SSES","Synargis agle menalcidas (Seitz, 1913)"
883810,"ES","Synargis victrix (Rebel, 1901)"
883811,"SSES","Emesis cerea cerea (Linnaeus, 1767)"
883812,"SSES","Emesis fatimella fatimella Westwood, 1851"
883813,"SSES","Emesis mandana mandana (Cramer, 1780)"
883907,"SSES","Detritivora smalli harveyi Gallard, 2008"
883908,"ES","Mesene eupteryx H.W. Bates, 1868"
883909,"ES","Mesene bigemmis Stichel, 1925"
883910,"ES","Mesene monostigma (Erichson, 1849)"
883911,"SSES","Mesene monostigma monostigma (Erichson, 1849)"
883912,"ES","Chimastrum aeolia (H.W. Bates, 1868)"
883913,"ES","Phaenochitonia clarissa (Sharpe, 1890)"
883914,"ES","Helicopis gnidus (Fabricius, 1787)"
883915,"SSES","Helicopis gnidus gnidus (Fabricius, 1787)"
883917,"SSES","Argyrogrammana saulensis saulensis Gallard, 2008"
883918,"SSES","Argyrogrammana talboti talboti Brevignon & Gallard, 1998"
883919,"SSES","Calydna caieta similis Brévignon, 1998"
890786,"ES","Detritivora mapaou Gallard & Fernandez, 2017"
890787,"ES","Pachythone crepusculi Gallard & Fernandez, 2017"
901582,"SSES","Belenois creona elisa (Vollenhoven, 1869)"
901583,"SSES","Eagris sabadius isabella Turlin, 1995"
905854,"SSES","Aphrissa statira statira (Cramer, 1777)"
906181,"GN","Erionota Mabille, 1878"
906182,"ES","Erionota torus Evans, 1941"
918794,"TR","Chalcosiini Walker, 1865"
923763,"ES","Ancyluris pomposa Stichel, 1910"
932700,"ES","Mesosemia litany Brévignon, 2019"
932705,"ES","Napaea frustatoria Brévignon, 2019"
932706,"GN","Pseudolivendula Hall, 2018"
932707,"ES","Pseudolivendula tenuis Brévignon, 2019"
932708,"ES","Ancyluris mira (Hewitson, 1874)"
932710,"SSES","Ancyluris mira toussaintensis Brévignon, 2019"
938143,"SSES","Morpho menelaus menelaus (Linnaeus, 1758)"
938145,"SSES","Heliconius doris doris (Linnaeus, 1771)"
938978,"SSES","Prepona laertes demodice (Godart, 1824)"
938982,"ES","Oleria antaxis (Haensch, 1909)"
938983,"SSES","Oleria antaxis saulensis Brévignon, 1998"
938984,"SSES","Dynamine paulina conspicua Brévignon, 2008"
938985,"ES","Callicore pygas (Godart, 1824)"
938986,"SSES","Callicore pygas lalannensis Brévignon, 1995"
938988,"SSES","Battus crassus crassus (Cramer, 1777)"
938989,"SSES","Antirrhea philoctetes philoctetes (Linnaeus, 1758)"
938990,"GN","Antigonis C. Felder, 1861"
938992,"ES","Antigonis pharsalia (Hewitson, 1852)"
938993,"SSES","Antigonis pharsalia pharsalia (Hewitson, 1852)"
939001,"ES","Agrias claudina (Godart, 1824)"
939002,"SSES","Agrias claudina claudina (Godart, 1824)"
939004,"ES","Agrias amydon Hewitson, 1854"
939005,"SSES","Agrias amydon aurantiaca Fruhstorfer, 1898"
939008,"SSES","Adelpha radiata gilletella Brévignon, 1995"
939009,"SSES","Adelpha plesaure phliassa (Godart, 1824)"
939011,"ES","Adelpha messana (C. Felder & R. Felder, 1867)"
939012,"SSES","Adelpha messana delphicola Fruhstorfer, 1909"
939014,"SSES","Adelpha melona leucocoma Fruhstorfer, 1915"
939916,"ES","Chalybs mitaraka Faynel, 2019"
956083,"ES","Adelpha boeotia (C. Felder & R. Felder, 1867)"
956887,"ES","Muschampia baeticus (Rambur, 1839)"
956888,"ES","Muschampia floccifera (Zeller, 1847)"
956889,"ES","Muschampia lavatherae (Esper, 1783)"
960024,"ES","Symmachia meyi Brévignon, 1998"
961764,"ES","Telemiades avitus (Stoll in Cramer, 1781)"
961766,"ES","Telemiades vansa Evans, 1953"
961771,"ES","Telemiades megallus Mabille, 1888"
961961,"SSES","Glutophrissa drusilla sofaia Brévignon, 2020"
962020,"SSES","Electrostrymon dominicana karukera Brévignon, 2000"
962021,"ES","Electrostrymon dominicana (Lathy, 1904)"
962938,"SSES","Catopyrops florinda florinda (Butler, 1877)"
962946,"SSES","Acraea andromacha andromacha (Fabricius, 1775)"
962950,"GN","Luthrodes Druce, 1895"
962951,"ES","Luthrodes cleotas (Guérin-Méneville, 1831)"
962953,"SSES","Luthrodes cleotas excellens (Butler, 1876)"
962958,"SSES","Cepora perimale amarella (Wallace, 1867)"
962967,"SSES","Hasora khoda khoda (Mabille, 1876)"
962971,"SSES","Euchrysops cnejus cnidus Waterhouse & Lyell, 1914"
962973,"SSES","Hypolimnas antilope shortlandica Ribbe, 1898"
963107,"ES","Leptotes durrelli Fric, Pyrcz & Wiemers, 2019"
963723,"ES","Euploea core (Cramer, 1780)"
963724,"SSES","Euploea core corinna (MacLeay, 1826)"
963861,"ES","Jamides candrena (Herrich-Schäffer, 1869)"
964226,"GN","Panca Evans, 1955"
964227,"ES","Panca trogon (Evans, 1955)"
964232,"SSES","Catopsilia pomona rivalis Fruhstorfer, 1910"
964397,"SSES","Parides vertumnus pseudobogotanus (Krüger, 1926)"
964399,"SSES","Parides vertumnus vertumnus (Cramer, 1779)"
964790,"ES","Alesa beneluzi Gallard & Fernandez, 2015"
964792,"ES","Alesa amethystina Gallard & Fernandez, 2015"
964793,"ES","Eunica volumna Godart, 1823"
964809,"SSES","Temenis pulchra donatica Brévignon, 2019"
964810,"SSES","Dynamine aerata annae Brévignon, 2006"
964812,"ES","Dynamine elisa Brévignon, 1995"
964981,"ES","Bia decaerulea Weymer, 1911"
964983,"SSES","Bia decaerulea cayana Simonsen & Penz, 2017"
968754,"ES","Anaea troglodyta (Fabricius, 1775)"
969135,"ES","Kretania trappi (Vérity, 1927)"
978226,"ES","Appias epaphia (Cramer, 1779)"
978228,"SSES","Appias epaphia contracta (Butler, 1888)"
978230,"SSES","Junonia oenone oenone (Linnaeus, 1758)"
978231,"ES","Deudorix batikeli (Boisduval, 1833)"
978232,"ES","Deudorix dinochares Grose-Smith, 1887"
978234,"ES","Azanus moriqua (Wallengren, 1857)"
978238,"ES","Euchrysops decaryi Stempffer, 1947"
978240,"SSES","Coeliades forestan forestan (Stoll in Cramer, 1782)"
978243,"SSES","Colotis euippe omphale (Godart, 1819)"
981206,"SSES","Zygaena nevadensis nevadensis Rambur, 1858"
981961,"SSES","Zygaena loti sanctabalmica Dujardin, 1965"
982052,"SSES","Zygaena lonicerae rechei Dujardin, 1965"
982147,"GN","Telegonus Hübner, 1819"
982149,"ES","Telegonus anaphus (Cramer, 1777)"
982150,"SSES","Telegonus anaphus anaphus (Cramer, 1777)"
982151,"SSES","Telegonus anaphus anausis (Godman & Salvin, 1896)"
982152,"ES","Telegonus talus (Cramer, 1777)"
982153,"ES","Burnsius oileus (Linnaeus, 1767)"
982154,"GN","Burnsius Grishin, 2019"
982156,"GN","Cecropterus Herrich-Schäffer, 1869"
982157,"ES","Cecropterus dorantes (Stoll, 1790)"
982160,"SSES","Cecropterus dorantes dorantes (Stoll, 1790)"
982162,"ES","Cyclargus woodruffi (W. Comstock & Huntington, 1943)"
982165,"ES","Ephyriades dominicensis E. Bell & W. Comstock, 1948"
983255,"SSES","Cyclargus woodruffi oualiri Brévignon, 2002"
983512,"ES","Cecropterus obscurus (Hewitson, 1867)"
985391,"ES","Burnsius orcus (Stoll in Cramer, 1780)"
985396,"TR","Entheini Grishin, 2019"
985400,"TR","Phocidini Tutt, 1906"
985404,"ES","Aurina azines (Hewitson, 1867)"
985405,"GN","Salantoia Grishin, 2019"
985406,"ES","Salantoia eriopis (Hewitson, 1867)"
985407,"ES","Cecropterus zarex (Hübner, 1818)"
985408,"ES","Cecropterus longipennis (Plötz, 1882)"
985411,"SSES","Cecropterus doryssus doryssus (Swainson, 1831)"
985412,"ES","Cecropterus reductus (Riley, 1919)"
985413,"ES","Cecropterus doryssus (Swainson, 1831)"
985414,"ES","Cecropterus albimargo (Mabille, 1876)"
985415,"ES","Cecropterus carmelita (Herrich-Schäffer, 1869)"
985416,"ES","Cecropterus takuta (Evans, 1952)"
985417,"GN","Spicauda Grishin, 2019"
985418,"ES","Spicauda teleus (Hübner, 1821)"
985419,"ES","Spicauda cindra (Evans, 1952)"
985420,"ES","Spicauda tanna (Evans, 1952)"
985421,"ES","Telegonus apastus (Cramer, 1777)"
985422,"ES","Spicauda simplicius (Stoll, 1790)"
985423,"ES","Telegonus naxos (Hewitson, 1867)"
985424,"ES","Spicauda procne (Plötz, 1880)"
985427,"ES","Telegonus fulgerator (Walch, 1775)"
985428,"ES","Telegonus chalco (Hübner, 1823)"
985429,"SSES","Telegonus alardus alardus (Stoll, 1790)"
985431,"ES","Telegonus cretatus (Hayward, 1939)"
985432,"ES","Telegonus alardus (Stoll, 1790)"
985434,"ES","Telegonus alector (C. Felder & R. Felder, 1867)"
985435,"SSES","Telegonus alector hopfferi (Plötz, 1881)"
985436,"SSES","Telegonus cretatus cretatus (Hayward, 1939)"
985437,"SSES","Telegonus creteus creteus (Cramer, 1780)"
985438,"ES","Telegonus creteus (Cramer, 1780)"
985439,"ES","Telegonus chiriquensis (Staudinger, 1876)"
985440,"SSES","Telegonus chiriquensis oenander (Hewitson, 1876)"
